Age,Branch,Study_Hours_per_Day,Sleep_Hours,Screen_Time_Hours,Gym_Hours_per_Week,Diet_Type,Attendance_Percentage,Stress_Level_1_to_10,Residence,Internal_Marks,CGPA
21,Electrical,3.217567421362633,7.077130265434719,4.49559502640789,13.942689076513876,Veg,85.3665602063558,3.605742400479657,Hosteller,60.14313829430708,6.250882387142299
23,Electrical,4.034414752854132,7.452798516677317,2.812621094209611,8.457061757786867,Non-Veg,79.3153258892032,2.6021605190628794,Hosteller,73.13285792015368,8.40414943576241
18,Electrical,3.9775935135088623,8.825177929359821,3.067380278941224,1.3516468346651511,Veg,79.75854978344347,1.9655353672749452,Hosteller,79.94767147881676,8.791295167426085
17,ECE,3.801491627281745,5.782192283366448,5.311607335242594,14.017670352870068,Veg,75.58646678847006,6.320854793858402,Hosteller,68.07585070747997,7.113818085798308
25,ECE,4.787777035953401,4.104955664061165,5.99924648953244,13.792302930927331,Non-Veg,75.08925726468347,9.089398181081567,Hosteller,49.17163539036219,5.937736521424138
21,Mechanical,2.0768800059352195,5.897386240096435,5.1986961444650115,12.874525183797935,Veg,68.80472293407111,2.175471248391742,Day Scholar,64.28172898260854,7.272012037173555
22,CSE,3.048626142477484,6.331575649665477,1.0924793338860346,3.797068488605761,Veg,75.30164351163472,2.4034530727807875,Day Scholar,67.25337878305018,7.5861906362862905
25,ECE,3.7036620497097776,6.739436018964476,1.9212943801146547,5.319516125047804,Non-Veg,74.94817673265882,4.264219557633886,Day Scholar,57.38685530899281,6.862852227692692
17,Civil,1.5526703203160699,7.00453985148418,2.499394612053062,9.646594441083039,Veg,63.02580866319386,1.1395090364284792,Hosteller,53.729731114621345,6.583045886606111
24,IT,4.565370610233969,5.216017214098115,4.122263517922511,12.418429674299112,Non-Veg,83.08110365808149,7.019719460609743,Day Scholar,69.7225844687365,6.6721152276365885
19,Mechanical,4.341613400421663,6.111787399501337,6.8149756182292895,11.083020817081973,Non-Veg,68.75635607410437,4.855258803942873,Hosteller,60.93171049840896,6.684321193295752
23,CSE,1.1887997000272623,6.982045264354735,5.235950540363794,3.0485343437384294,Veg,67.41498303638396,3.43683152586368,Day Scholar,53.61392501182637,6.663308235866645
24,Civil,2.9865455795833586,6.774505530820638,1.2982634877810104,1.6569914186905845,Veg,77.40657393157596,3.105358857601456,Day Scholar,69.1447305646749,7.376230386249743
20,CSE,4.003175946563696,5.807163824486262,4.537706713052192,4.342198617151542,Non-Veg,75.74898320728879,5.885122480162586,Day Scholar,73.29431191773972,7.155304306802133
25,CSE,2.2918975348556643,7.417281451008249,7.8872457618280345,3.2201556330069554,Non-Veg,68.15905629298435,1.7025708248164113,Hosteller,83.23990074276749,7.8643896491967915
21,Civil,1.2290670496753222,6.3599639294195995,4.046692065280501,7.307601416951211,Veg,75.44098983733313,1.6570836191179932,Hosteller,58.68708793511447,6.883451355105237
24,Electrical,5.4778652093593045,7.292931475712706,2.79074024638558,4.526890770800539,Veg,85.28801553182956,4.084665866051996,Day Scholar,79.1580170970038,8.676406668713193
23,ECE,3.8133494832634756,5.131863205796874,4.282243536194409,14.728929183488741,Veg,79.56358891077468,4.157522943187048,Hosteller,63.83009121478881,7.0782450609674825
23,CSE,4.144416383628582,8.29708883631132,3.719455822825748,6.923964366045996,Non-Veg,85.8620509023825,3.2872506634220096,Day Scholar,70.39573246767961,7.663968089053372
18,CSE,5.407053354451201,5.323448890157952,2.7755108095782153,17.038778222153358,Non-Veg,90.53553930551418,7.381446290860439,Day Scholar,53.432010819216615,6.534315064848243
18,IT,5.209056137370742,6.7051596387892225,2.1994539874114305,5.804855654095247,Non-Veg,86.19677382334805,6.66221467255747,Day Scholar,65.18902380704586,7.014305159945125
19,IT,2.8514309057131784,8.528288831257091,6.473052172024797,6.62350429621736,Non-Veg,75.77982543781746,1.6432813739418892,Hosteller,69.82912929274914,8.038092767344104
25,Civil,4.736070606647016,6.774438455030581,6.290088527249817,13.582875295866916,Veg,88.6612365757108,4.143820472702909,Day Scholar,79.61709408239716,8.812985331514323
20,CSE,5.1394154293112555,4.423219441988918,4.248361439707943,1.5065927327920254,Non-Veg,81.32685192288295,9.281580542475863,Hosteller,65.23858805562003,6.583794086431904
18,CSE,3.8023832371880157,6.339793270511596,1.7495612979679482,6.904847222018331,Veg,73.21898073778371,4.469427278124286,Hosteller,61.10350320916034,6.870832365260672
22,Electrical,2.8881254020307527,6.2108493568832985,4.845250135297903,11.011671908409214,Veg,77.75589591044994,2.618106552727195,Day Scholar,64.89683972294911,6.335091327208261
24,CSE,4.626825775148838,6.663096607306518,3.2702870547322442,8.016564655839096,Veg,74.40355648658999,5.076027559636336,Day Scholar,72.76672568057857,7.626213539483865
21,CSE,3.3359404748006436,7.569611579559049,5.592467618744637,6.971473819090683,Non-Veg,82.04553605319784,2.75900166077602,Hosteller,72.92142999370657,8.323593475897168
25,IT,0.45207098408402135,4.4884168362805115,5.806135370648395,2.9420588397569514,Veg,61.046097551801175,1.3814281853499757,Hosteller,41.58471571480763,5.125387820367346
24,ECE,4.174380174688321,6.101596687941981,5.295143265686816,4.23870673091099,Non-Veg,75.00746102988214,5.471295994390161,Hosteller,69.30649660289728,7.392860812863419
20,CSE,2.1174767629498654,6.344588673366947,5.464445078512678,2.527447508835492,Veg,73.61219733353887,4.346519957273205,Day Scholar,55.70546957465831,6.611013181576613
17,Mechanical,3.7179115647049414,6.114897867698474,5.014183804273252,11.189983902176834,Veg,78.46254868962994,4.69779668885838,Hosteller,72.50794590723778,7.163533096447674
22,CSE,4.291893133411039,8.859471508537048,4.487694823511035,0.37072916640485626,Veg,79.44102195501762,2.5575582075577463,Hosteller,67.42857893983464,8.657484463389036
21,Mechanical,5.104867584574113,4.29438141600817,4.988123998438596,0.5880288787753442,Non-Veg,84.5910570427906,7.61775016280324,Day Scholar,60.811180162385654,6.615939525228778
24,IT,5.471173336608508,7.63519386840597,5.661956667329392,0.0,Non-Veg,87.19940224876414,2.1306643322233,Hosteller,88.00641834571523,9.54502160878337
21,Mechanical,4.90477209095754,5.624620677886009,7.197596579269055,9.414725245074257,Non-Veg,86.91019248406207,6.77355603021101,Day Scholar,51.3149589865968,6.473458491335405
17,Electrical,3.7392869854487625,4.687735120558509,7.846799183022954,10.244534907430142,Veg,79.81396664744348,7.143831594085336,Hosteller,54.083536987830925,6.2949386821474835
18,CSE,1.9338352417937121,7.205637611667377,6.718115486226164,15.98241693351382,Veg,74.07404027895736,2.674710023953698,Hosteller,56.63206607109567,6.200262132661604
23,CSE,0.9638837766989421,8.510119689441257,7.212642919730266,14.308613704598187,Non-Veg,59.14209831627812,1.027727950330462,Day Scholar,53.76628460917296,5.947600311072112
17,IT,2.345985041897262,7.272491242164926,3.092995939780606,6.441482419314044,Veg,73.0043623675599,1.0,Day Scholar,69.29718347860809,7.561734540314738
22,Mechanical,4.481044458765838,6.756705594709252,5.902517415227795,10.226116306611706,Non-Veg,77.08080781467119,5.776205357711467,Day Scholar,58.845519006612086,7.080700983588125
20,ECE,5.511484710711139,6.807362483771735,6.191614392961367,6.739715102615545,Veg,81.4492213788887,5.890454350280663,Hosteller,66.8585450802067,8.277956160132188
17,Civil,2.490386688734129,6.80844103933232,1.3696190357257763,4.338651029250311,Non-Veg,72.6848933315768,2.8463235837287604,Day Scholar,62.92728928533926,7.293542156334898
24,IT,4.6079542988123,6.218542410459935,6.220995597479439,10.510846165113191,Non-Veg,89.84573375593212,5.888148510103697,Hosteller,68.76696672651026,6.836525571229062
23,Electrical,2.7334210058196526,6.133865733345646,5.160599569606473,5.726529280216577,Non-Veg,67.25577461111959,3.5706132996218374,Day Scholar,47.80584293492057,5.737216607271585
24,CSE,3.221737371847584,4.8910460685860215,7.690296762694293,7.320162219655913,Veg,72.58284864767676,6.689835834000266,Day Scholar,51.60849340443104,5.864863600192481
25,Electrical,4.461305007321551,6.681763882297938,5.102687724489005,8.418634147726975,Veg,75.15834271597942,4.562065316330973,Day Scholar,65.95604613918022,8.11712234455946
20,IT,4.364286960565538,7.214026276538291,5.1577396770139,11.86589987152716,Veg,83.12016810114378,2.425195473805443,Hosteller,78.48123117331828,8.4175196329224
23,Civil,3.7524506876460677,5.653660030033097,3.1170230740097695,14.589100011157873,Veg,77.90331458681818,5.700403338958961,Day Scholar,54.3746143335029,5.726440592751786
20,Civil,3.353789677373994,4.356058202374339,6.182870162351835,1.326189507390287,Veg,86.23545564810222,6.756568667438902,Hosteller,47.041284547538154,6.073184626087504
22,IT,3.1907244172676195,7.048335776964815,10.519443135974582,6.825529197644894,Veg,77.7929963265356,3.277424952148093,Hosteller,72.35454062993807,7.6534297857976075
23,Mechanical,3.8065752901954504,6.297342032793828,4.882610836233485,7.245751018480765,Veg,85.66664515328486,3.204899658045413,Hosteller,64.79387655270097,7.71118822960385
19,Electrical,4.440710898553693,5.8870678665585645,7.226591684905347,9.647997102493221,Veg,76.5769028589624,4.241412945456856,Day Scholar,60.939645666151,6.7788527839820105
20,IT,4.345176605159871,7.613328735286087,4.330516090044977,0.0,Veg,84.03227673039473,4.477767374410383,Day Scholar,68.37633613626207,7.715158292120031
22,Mechanical,3.8557611849001487,6.865947519715766,3.3073721231445328,17.823747614970895,Non-Veg,68.3457661739382,3.6021999551265087,Hosteller,77.23685654235068,8.287967334986513
19,Mechanical,5.141579725370121,6.160757488005385,4.245474794079197,4.398254310327299,Veg,89.28339885856094,6.656673146688726,Day Scholar,65.6089417399611,6.98472074735597
22,Mechanical,3.7033708524565285,4.817743001260672,4.461813549915777,5.431309006141565,Non-Veg,70.90508796726783,7.313504991221187,Hosteller,57.27891177619788,5.757464980696998
21,Mechanical,5.113944070576634,4.114757390824795,4.884494739778762,0.5987009461593045,Non-Veg,85.25281132603874,7.6607656290100055,Day Scholar,60.14382113813631,6.616183685298703
25,Mechanical,4.9946657745904375,4.8874045196529385,5.871497238439034,10.104523936403591,Veg,92.70707452144842,9.71826398878273,Day Scholar,48.04704496721444,5.456387857474055
19,ECE,3.9342809864993264,7.987393234792691,5.149392252572835,4.359312282527563,Veg,80.11476189413118,2.5701315362229544,Hosteller,74.11947580797165,8.283393422903822
17,Mechanical,4.4688095125069704,8.451661441802301,3.242577230119297,10.69098518204842,Veg,69.97697467694297,1.6631451747785921,Day Scholar,80.13623263228881,8.514686662331885
23,CSE,2.4920844724777202,6.605403938239684,3.6788969336433,4.980767212203341,Veg,65.40192579252087,3.2016669162361233,Day Scholar,60.90583734433319,6.715058664076684
17,Electrical,6.634517267490386,6.346595494932675,3.587170941996113,8.142820920441059,Veg,88.82392962170222,6.828082300018358,Hosteller,60.981216618201046,6.923755001851246
19,CSE,1.8977961211128878,5.510094746807491,4.304275408216865,5.79286017292484,Non-Veg,76.24588193223899,4.251503427120178,Day Scholar,57.40052416876463,6.518548271488147
21,CSE,3.9617686766688416,10.018879768410644,4.20085748928059,6.912808241572778,Non-Veg,79.20991647994533,1.1205821473137796,Hosteller,84.8134508079314,8.94813051553232
20,Civil,3.4744826578458476,5.833438023065216,6.166190970776009,1.5954932885432813,Non-Veg,80.07858375932415,4.585186823934245,Day Scholar,71.70081205527431,7.400204047972047
23,Mechanical,6.911530407240279,4.4174833727101515,5.832061392624879,12.005673199084937,Veg,96.1909245943783,8.549673929955446,Day Scholar,68.77412915758622,7.16362895774949
17,ECE,5.367789691734021,6.432324558016749,4.054207593056126,0.0,Non-Veg,90.25138276724873,6.737926963379895,Hosteller,74.90067279006868,7.891222415325323
17,CSE,5.266398162725589,5.858127253417417,2.3735061222371163,10.37075287313115,Non-Veg,81.58430055896639,7.698113146072049,Hosteller,65.86188428936659,7.202694884506716
17,IT,3.393039321323809,6.140411301782707,4.440869717199411,12.32085816564108,Non-Veg,72.84309928133106,5.505051642815001,Day Scholar,67.2629944004246,7.244318633814673
21,Mechanical,5.438359569820922,7.20439411935591,7.984438734744694,7.188609906241121,Veg,81.19531615020132,5.843533663071647,Hosteller,80.18611567775021,8.221585772725525
19,Civil,2.1883155031479498,4.826494143573553,8.256701498887464,4.611109180464892,Non-Veg,66.91835083314047,5.0630556027503495,Day Scholar,51.22121443617852,6.147076710075289
22,IT,0.4637901977175818,5.459527973240055,3.4142819558428137,5.981890717419952,Non-Veg,54.492399203604336,1.4988779222387485,Hosteller,44.47307165145619,5.595905099647381
20,CSE,3.150301500083062,5.894175214082758,8.275541421324174,11.7299215879274,Non-Veg,78.98825311091542,4.257598621985264,Day Scholar,69.27329773422886,7.11638034192602
24,Mechanical,3.2992196869796198,9.514924174339756,2.643508486189591,0.10849251143084417,Veg,76.752303236123,1.0346434092074048,Hosteller,72.13588264687155,7.4038304880538774
23,Mechanical,4.4028603131692705,6.592987382545242,4.444348039150637,6.811239785753172,Non-Veg,81.45157489931404,4.408780963755993,Hosteller,68.90465286620278,7.240395344620051
24,Mechanical,1.7636860155574787,8.466667038739025,6.129073699835884,6.392788621022521,Non-Veg,72.30578449994348,1.7045117704843953,Day Scholar,62.50955205611131,7.177686146705684
22,ECE,6.181897405114963,8.740599047238916,1.0873762534213214,0.47559410175373884,Non-Veg,91.69339691592423,5.353898682667257,Hosteller,76.62822910082038,8.352906598992575
17,CSE,4.883831319664792,6.5667814611393425,2.2359168024977905,5.7632219432341705,Veg,89.77562349102355,6.393461615424602,Day Scholar,60.77425356723876,6.894113595119328
19,IT,5.385878249626962,8.289583131369724,8.191165045681206,8.283515550284005,Veg,86.0203569476284,3.211858588418608,Day Scholar,68.42231496052621,8.447844029109346
23,Electrical,4.756878485893632,5.784640781358282,8.145037374167865,8.344840105498013,Veg,76.27153844387834,3.9417826169215653,Hosteller,69.75170981810305,7.154271725526996
21,Civil,1.337312319871624,6.3415774662605875,4.1083395805385505,7.01114159554565,Veg,75.24798220179176,1.5973078586261034,Hosteller,59.34814121765454,6.765223996524032
20,Electrical,5.809130923769241,5.419773864275655,4.339087104679829,1.2505255547175902,Veg,90.63545105929337,7.815998743276901,Hosteller,69.42001075259063,7.338433333517851
24,ECE,8.081613383942221,6.828794975104731,7.154978121301439,2.1938184792292423,Veg,97.9592084240516,6.37607496094789,Day Scholar,85.04185152326927,9.297475888352658
23,Civil,5.3890379107056905,6.571083721283201,4.784791631169064,10.14695750145305,Veg,82.25435243255222,6.6236229079111135,Day Scholar,64.94738778788836,7.788320826722351
19,ECE,4.3089613967171365,9.118982435032544,5.427182857934915,0.23859640335406043,Veg,86.40851716016556,2.5303681794662203,Day Scholar,76.7386316615126,8.000025722523652
23,Mechanical,6.918264339041674,4.421476433754588,5.803137943167289,11.714412630133223,Veg,95.7844998665425,8.520674276885508,Day Scholar,68.69826272068367,7.144448452123421
25,Mechanical,3.805173352868502,6.6034672293702155,4.9851131460940215,7.972084945028137,Non-Veg,76.87773509024453,2.278134230499293,Hosteller,77.77907786510505,8.105013882272546
24,ECE,2.973267767406171,6.240058960551367,7.090996901222041,4.763281875015253,Non-Veg,62.831501092707,2.8938072079845862,Day Scholar,66.01436660273914,7.053505113372209
22,IT,3.295422110082014,7.522967084574333,2.967696552241386,1.46488040585199,Veg,79.90648938918967,3.1226715555111415,Hosteller,60.181666352271,8.044490138655489
17,Mechanical,6.255197647550427,6.790211339123095,6.7656366434310335,9.144697041115842,Non-Veg,92.4369951124695,6.023307459012231,Hosteller,71.63966189537189,7.901672029299002
24,CSE,4.7766708868356,8.027853727222896,5.041463499839384,7.503144479245062,Veg,90.03559867082191,4.316975442118393,Hosteller,71.33078169717511,7.749515590566735
23,IT,2.5944300975742447,5.13387497405784,5.966279094594418,6.358823443251084,Veg,70.84291311019217,4.2296514915021985,Hosteller,62.61860190846069,6.889687403254107
21,Mechanical,4.890321528242199,5.6838301342368265,7.20759278315739,9.334295756663844,Non-Veg,86.34967840541263,6.640969972642663,Day Scholar,51.313179014380964,6.311894629423249
20,Civil,3.3414275679842644,6.180295396389055,4.312362397351112,4.42640468257904,Veg,65.02589325104931,4.943009552823365,Hosteller,64.05416164326165,7.326693747614329
25,Electrical,4.262086216367582,4.955302773172832,6.28184041177153,13.478006340473366,Non-Veg,85.94571899728867,7.794888054770908,Hosteller,55.46151100834012,6.0716057299075725
18,CSE,3.035932999469036,6.202941073165847,5.603980267501837,2.3236315795317033,Non-Veg,72.14394223189497,4.436946719358551,Day Scholar,62.87123409913535,6.711177635135538
19,Civil,7.092502120337845,7.317545318693369,6.103843498641426,4.323259436088006,Veg,99.46036708285058,6.762566917965161,Hosteller,88.34085957525828,9.032440862585212
19,ECE,5.81344675211023,5.942766571160558,1.4619768948012235,21.236958490828076,Non-Veg,84.49131824705145,5.8150788427826825,Hosteller,68.4651686588197,7.878147099237744
21,Electrical,3.4290657823823256,5.6874628316762506,3.711171029851155,4.998718921863924,Veg,86.3252223232404,5.31791657932968,Hosteller,51.07657689220312,6.063749595162617
17,IT,2.359088200984148,4.276666942291756,2.520448592870561,6.863014703913176,Veg,72.86432464468689,5.025143898588906,Day Scholar,48.35488613893233,6.1041569255371355
22,Electrical,5.5282416816732045,5.942964575741335,5.530325499309962,7.115917030514621,Non-Veg,87.85248877726406,6.285630283816923,Hosteller,66.67747875245122,7.9285970037189895
22,Civil,4.0113822689112695,5.386477642483867,5.9855352175721785,0.0,Veg,82.50569756213007,6.1731500386635,Day Scholar,55.29759426673068,6.018294515435458
18,Mechanical,5.326864948801842,6.777555408773652,1.0124605157157602,11.406052000861315,Veg,72.20082122844342,6.498195378841834,Hosteller,73.68381981931448,8.149540359382774
19,Civil,7.712882218478159,7.406362646884518,4.443721652786833,4.031346472604945,Non-Veg,89.46488383402146,8.333614198162827,Day Scholar,87.77498977001447,9.150831197103216
21,ECE,3.375152292705168,5.621162977549687,1.652056756399617,19.27333377140664,Non-Veg,85.16253083339461,5.158465742539083,Day Scholar,69.98744484827334,7.265779078022854
18,Mechanical,3.275091619089654,4.205647186171681,5.7474348491033815,15.668493563062164,Non-Veg,81.88249438520725,7.441808307183922,Day Scholar,54.00018911623035,5.41006219541586
18,Mechanical,4.4855314594970475,7.043400348190201,5.185725498426936,8.897171547720436,Non-Veg,88.14818964287035,3.2803354471219426,Hosteller,84.72666116791483,8.337538105375556
17,ECE,5.59960381980209,6.537094148652005,4.167015842293649,0.4621345208881041,Non-Veg,90.96657805214974,6.641376344483799,Hosteller,75.06393903329163,7.902963384491217
22,Mechanical,3.7093981573072616,4.782591302499362,4.45695517453883,5.362427492560551,Non-Veg,70.74327176684795,7.1765318816702415,Hosteller,57.45770307395729,5.840641051536163
25,Civil,4.772693490493543,6.779188553405942,6.557308132737175,14.181521093989307,Veg,87.89145673778118,3.8974259808004623,Day Scholar,79.39240868731729,8.826189900005078
25,Mechanical,5.968246772406299,6.08342160099131,6.268789879395665,8.641145622968695,Veg,90.1859121880339,8.49654909915639,Hosteller,59.266331233035885,6.789723662165894
23,Civil,1.2162871773722508,6.4200466352975605,4.152243167159789,9.621969588114702,Veg,59.3194983235867,1.8434399611684174,Hosteller,50.16757526008858,5.828027518416135
24,CSE,4.050485577768397,6.024278925824076,5.494234435967635,1.334341806646403,Veg,79.86827778512257,5.635031226815722,Day Scholar,63.39758240550911,7.4519183418247
19,ECE,4.150092577985679,6.157201315009712,5.676178129981693,14.136734229905041,Veg,81.39357930469076,5.269748218745543,Day Scholar,67.86928577192519,7.068137521208631
21,Civil,5.36941593462692,6.851344808606249,2.869988027513963,3.9634706197094767,Veg,93.04270734324692,7.233092727288392,Hosteller,63.50462021510934,7.063904335344001
18,CSE,4.931364511266366,6.428983903704215,9.498451331969049,11.791152714949312,Veg,92.11819670055877,5.00643654240447,Hosteller,77.55104567424411,8.229697921084604
17,IT,2.2141445258516903,7.370505637224843,3.2004093705655303,6.522069427299073,Veg,72.10391461463607,1.1228098236725992,Day Scholar,68.41558632362593,7.476932897553474
19,Electrical,2.6507894134375563,6.7518257283229,4.295214288616344,5.687157652352257,Non-Veg,67.68292660542585,2.6939444946170203,Day Scholar,68.42654028963064,7.448690228264218
25,CSE,2.3515984729938015,6.964345662396287,6.118017871779476,9.598865057166966,Veg,85.91722106557859,2.8875123233708635,Hosteller,52.605902946289845,6.2682166316465695
25,Mechanical,3.5735056356519546,6.347412574885301,5.446261961504067,2.0338132012170793,Non-Veg,72.83631944275056,4.601703363795,Day Scholar,57.11143511366831,6.819333255019445
21,Mechanical,4.233814459922665,5.4001334193912225,4.345605710791065,4.043024920281007,Veg,80.48372883739707,7.192137307390314,Day Scholar,42.663390574761536,5.632317730351179
